tenant_id,party_type,party_code,name_display,country,created_on,is_one_time,risk_flags,last_change_ts,raw_event_id,updated_at
1,VENDOR,V100080,Alpha Holdings 853,JPN,2023-10-04,false,{},2025-07-19T19:56:00+09:00,,2026-04-30T23:44:00+09:00
1,VENDOR,V100081,Pioneer Partners 489,KOR,2024-11-12,false,{},2026-04-28T12:00:00+09:00,,2025-06-02T13:18:00+09:00
1,VENDOR,V100082,Vertex Works 820,SGP,2023-09-30,false,{},2026-04-05T07:31:00+09:00,,2025-09-07T07:29:00+09:00
1,VENDOR,V100083,Zen Labs 30,JPN,2024-02-27,false,{},2025-06-22T22:49:00+09:00,,2025-12-14T13:48:00+09:00
1,VENDOR,V100084,Omni Solutions 638,SGP,2024-06-16,false,{},2025-01-14T13:26:00+09:00,,2025-10-31T19:15:00+09:00
1,VENDOR,V100085,Beta Partners 139,BRA,2024-11-05,false,{},2025-08-25T06:12:00+09:00,,2025-01-26T08:52:00+09:00
1,VENDOR,V100086,Apex Holdings 466,DEU,2023-11-10,false,{},2025-06-22T12:56:00+09:00,,2025-05-23T14:23:00+09:00
1,VENDOR,V100087,Beta Labs 20,GBR,2024-03-19,false,{},2025-10-04T01:46:00+09:00,,2026-05-03T11:56:00+09:00
1,VENDOR,V100088,Beta Tech 773,KOR,2024-04-17,false,{},2026-05-02T08:26:00+09:00,,2025-04-13T00:41:00+09:00
1,VENDOR,V100089,Gamma Holdings 130,JPN,2023-03-07,false,{},2025-12-09T03:54:00+09:00,,2025-10-16T07:26:00+09:00
1,VENDOR,V100090,Nova Industries 172,SGP,2023-08-14,false,{},2025-11-07T03:54:00+09:00,,2026-02-03T05:35:00+09:00
1,VENDOR,V100091,Beta Tech 952,DEU,2024-01-19,false,{},2025-10-22T23:07:00+09:00,,2026-04-10T12:48:00+09:00
1,VENDOR,V100092,Delta Trading 607,GBR,2023-10-23,false,{},2026-03-02T21:24:00+09:00,,2025-05-05T03:28:00+09:00
1,VENDOR,V100093,Pioneer Trading 816,SGP,2024-01-29,false,{},2026-02-05T01:24:00+09:00,,2025-06-27T18:11:00+09:00
1,VENDOR,V100094,Apex Trading 519,GBR,2023-09-21,false,{},2025-06-24T00:25:00+09:00,,2026-03-11T14:20:00+09:00
1,VENDOR,V100095,Beta Partners 984,DEU,2023-07-20,false,{},2025-11-22T15:41:00+09:00,,2025-12-29T05:13:00+09:00
1,VENDOR,V100096,Gamma Works 989,GBR,2023-09-14,false,{},2025-05-19T21:01:00+09:00,,2026-02-18T18:22:00+09:00
1,VENDOR,V100097,Omni Partners 846,GBR,2023-07-26,false,{},2025-10-31T09:09:00+09:00,,2025-06-15T08:22:00+09:00
1,VENDOR,V100098,Nova Labs 250,BRA,2024-09-05,false,{},2025-08-26T19:27:00+09:00,,2025-11-09T22:48:00+09:00
1,VENDOR,V100099,Apex Tech 507,BRA,2023-11-10,false,{},2025-06-16T06:12:00+09:00,,2025-09-07T07:14:00+09:00
1,VENDOR,V100100,Nova Industries 287,SGP,2023-12-05,false,{},2025-12-26T09:25:00+09:00,,2025-10-12T00:20:00+09:00
1,VENDOR,V100101,Delta Trading 248,GBR,2023-06-22,false,{},2025-07-28T16:40:00+09:00,,2025-10-12T08:12:00+09:00
1,VENDOR,V100102,Omni Labs 812,KOR,2023-08-03,false,{},2025-02-17T10:02:00+09:00,,2025-04-24T13:48:00+09:00
1,VENDOR,V100103,Nova Industries 485,SGP,2024-03-28,false,{},2025-09-29T11:44:00+09:00,,2025-08-06T18:47:00+09:00
1,VENDOR,V100104,Apex Labs 278,DEU,2023-12-30,false,{},2025-05-09T07:52:00+09:00,,2025-03-03T06:34:00+09:00
1,VENDOR,V100105,Beta Works 974,BRA,2024-01-14,false,{},2025-12-20T06:19:00+09:00,,2025-04-09T07:23:00+09:00
1,VENDOR,V100106,Nova Works 612,DEU,2023-07-26,false,{},2025-02-21T06:37:00+09:00,,2025-06-01T07:45:00+09:00
1,VENDOR,V100107,Gamma Logistics 15,GBR,2023-11-29,false,{},2025-10-01T04:19:00+09:00,,2025-05-21T01:33:00+09:00
1,VENDOR,V100108,Vertex Logistics 715,USA,2024-10-08,false,{},2025-11-23T16:45:00+09:00,,2025-02-22T00:25:00+09:00
1,VENDOR,V100109,Nova Labs 491,JPN,2023-04-25,false,{},2025-06-24T06:17:00+09:00,,2026-05-10T01:45:00+09:00
1,VENDOR,V100110,Omni Trading 842,KOR,2024-03-19,false,{},2025-07-25T16:47:00+09:00,,2025-02-07T19:41:00+09:00
1,VENDOR,V100111,Alpha Solutions 153,BRA,2023-02-27,false,{},2025-10-16T10:22:00+09:00,,2025-02-13T08:28:00+09:00
1,VENDOR,V100112,Vertex Partners 621,SGP,2024-08-03,false,{},2026-02-09T21:06:00+09:00,,2025-04-26T17:50:00+09:00
1,VENDOR,V100113,Omni Labs 305,BRA,2023-11-09,false,{},2025-10-29T14:38:00+09:00,,2025-06-06T19:24:00+09:00
1,VENDOR,V100114,Alpha Trading 971,BRA,2023-03-08,false,{},2025-04-17T21:21:00+09:00,,2025-04-19T09:01:00+09:00
1,VENDOR,V100115,Gamma Holdings 178,SGP,2024-09-10,false,{},2025-02-08T05:20:00+09:00,,2025-01-02T13:56:00+09:00
1,VENDOR,V100116,Pioneer Labs 299,KOR,2023-08-29,false,{},2025-04-29T09:50:00+09:00,,2025-12-28T09:39:00+09:00
1,VENDOR,V100117,Beta Holdings 947,DEU,2023-08-26,false,{},2026-02-08T21:20:00+09:00,,2025-10-29T22:34:00+09:00
1,VENDOR,V100118,Zen Trading 558,USA,2024-05-14,false,{},2025-11-28T05:05:00+09:00,,2026-04-11T09:04:00+09:00
1,VENDOR,V100119,Beta Tech 170,BRA,2024-07-10,false,{},2025-06-07T20:18:00+09:00,,2026-01-19T19:25:00+09:00
1,VENDOR,V100120,Omni Trading 480,GBR,2024-02-11,false,{},2025-06-05T23:53:00+09:00,,2025-07-26T09:17:00+09:00
1,VENDOR,V100121,Vertex Labs 449,KOR,2023-07-09,false,{},2025-11-03T01:21:00+09:00,,2026-04-01T14:44:00+09:00
1,VENDOR,V100122,Pioneer Logistics 27,KOR,2024-01-07,false,{},2025-04-28T23:00:00+09:00,,2026-03-05T19:38:00+09:00
1,VENDOR,V100123,Alpha Logistics 591,KOR,2023-04-11,false,{},2026-01-26T05:58:00+09:00,,2025-08-29T17:42:00+09:00
1,VENDOR,V100124,Omni Logistics 186,SGP,2023-02-04,false,{},2025-08-12T21:40:00+09:00,,2026-02-21T16:47:00+09:00
1,VENDOR,V100125,Omni Industries 419,DEU,2024-08-31,false,{},2025-06-14T22:52:00+09:00,,2025-02-23T05:29:00+09:00
1,VENDOR,V100126,Zen Labs 296,GBR,2023-12-31,false,{},2026-04-29T13:40:00+09:00,,2026-02-21T18:46:00+09:00
1,VENDOR,V100127,Omni Trading 323,DEU,2024-10-26,false,{},2025-06-15T03:57:00+09:00,,2026-05-12T13:47:00+09:00
1,VENDOR,V100128,Alpha Works 474,JPN,2023-06-25,false,{},2025-01-28T06:24:00+09:00,,2025-09-23T12:20:00+09:00
1,VENDOR,V100129,Omni Labs 779,KOR,2023-03-06,false,{},2025-04-15T09:06:00+09:00,,2025-10-09T04:28:00+09:00
1,VENDOR,V100130,Omni Labs 125,KOR,2024-02-12,false,{},2026-05-14T21:30:00+09:00,,2025-11-08T08:10:00+09:00
1,VENDOR,V100131,Nova Works 15,SGP,2024-06-23,false,{},2025-07-28T03:10:00+09:00,,2025-04-26T03:52:00+09:00
1,VENDOR,V100132,Beta Solutions 511,GBR,2023-08-18,false,{},2025-05-30T17:22:00+09:00,,2025-12-28T09:19:00+09:00
1,VENDOR,V100133,Omni Labs 250,JPN,2023-10-04,false,{},2025-10-10T04:56:00+09:00,,2025-07-16T06:30:00+09:00
1,VENDOR,V100134,Vertex Solutions 885,KOR,2023-03-30,false,{},2025-05-22T14:09:00+09:00,,2025-06-24T17:19:00+09:00
1,VENDOR,V100135,Alpha Logistics 744,DEU,2024-03-04,false,{},2026-03-05T20:02:00+09:00,,2025-10-24T22:31:00+09:00
1,VENDOR,V100136,Gamma Labs 552,JPN,2023-07-20,false,{},2025-06-26T11:20:00+09:00,,2025-10-10T18:32:00+09:00
1,VENDOR,V100137,Omni Industries 891,USA,2023-11-12,false,{},2025-12-24T08:09:00+09:00,,2025-10-20T13:04:00+09:00
1,VENDOR,V100138,Zen Tech 326,GBR,2024-04-07,false,{},2025-08-31T13:00:00+09:00,,2025-07-17T22:39:00+09:00
1,VENDOR,V100139,Gamma Labs 988,KOR,2023-02-04,false,{},2025-03-06T17:08:00+09:00,,2026-05-10T20:08:00+09:00
1,VENDOR,V100140,Beta Labs 103,SGP,2023-12-29,false,{},2026-04-12T15:35:00+09:00,,2025-01-08T04:55:00+09:00
1,VENDOR,V100141,Gamma Trading 481,BRA,2023-10-10,false,{},2026-05-12T09:02:00+09:00,,2025-06-23T21:16:00+09:00
1,VENDOR,V100142,Beta Industries 873,GBR,2023-10-22,false,{},2026-03-16T18:12:00+09:00,,2025-07-14T10:48:00+09:00
1,VENDOR,V100143,Omni Works 37,SGP,2023-03-02,false,{},2025-02-05T08:00:00+09:00,,2025-11-20T23:21:00+09:00
1,VENDOR,V100144,Delta Trading 445,KOR,2024-02-12,false,{},2026-01-25T21:37:00+09:00,,2025-12-27T03:25:00+09:00
1,VENDOR,V100145,Gamma Logistics 926,KOR,2023-09-05,false,{},2025-01-24T11:04:00+09:00,,2026-02-12T01:54:00+09:00
1,VENDOR,V100146,Apex Industries 442,USA,2024-02-06,false,{},2025-05-06T18:07:00+09:00,,2025-07-30T19:19:00+09:00
1,VENDOR,V100147,Gamma Solutions 81,SGP,2024-06-01,false,{},2026-03-22T13:03:00+09:00,,2025-11-14T23:19:00+09:00
1,VENDOR,V100148,Omni Solutions 238,JPN,2024-03-31,false,{},2025-11-23T08:40:00+09:00,,2025-08-24T08:42:00+09:00
1,VENDOR,V100149,Omni Logistics 694,SGP,2024-11-23,false,{},2025-03-22T02:31:00+09:00,,2025-08-15T11:47:00+09:00
1,VENDOR,V100150,Nova Partners 707,DEU,2023-04-11,false,{},2025-08-22T10:18:00+09:00,,2025-04-12T13:07:00+09:00
1,VENDOR,V100151,Beta Holdings 391,SGP,2023-07-27,false,{},2025-07-03T19:37:00+09:00,,2025-06-01T23:52:00+09:00
1,VENDOR,V100152,Alpha Partners 282,KOR,2024-02-04,false,{},2025-10-17T23:24:00+09:00,,2026-02-03T01:40:00+09:00
1,VENDOR,V100153,Omni Logistics 795,BRA,2023-03-23,false,{},2025-04-28T20:43:00+09:00,,2026-02-15T12:01:00+09:00
1,VENDOR,V100154,Delta Logistics 695,BRA,2024-04-22,false,{},2026-01-05T22:30:00+09:00,,2025-12-15T04:40:00+09:00
1,VENDOR,V100155,Beta Tech 317,BRA,2023-02-28,false,{},2025-08-14T01:08:00+09:00,,2025-10-24T12:27:00+09:00
1,VENDOR,V100156,Beta Logistics 335,GBR,2024-07-21,false,{},2025-08-01T05:59:00+09:00,,2025-04-13T04:30:00+09:00
1,VENDOR,V100157,Apex Works 514,DEU,2023-05-30,false,{},2026-03-02T05:36:00+09:00,,2025-05-12T16:26:00+09:00
1,VENDOR,V100158,Apex Trading 480,KOR,2024-02-04,false,{},2025-03-14T07:42:00+09:00,,2026-03-17T23:05:00+09:00
1,VENDOR,V100159,Vertex Industries 93,BRA,2023-10-23,false,{},2025-07-22T00:28:00+09:00,,2025-05-16T18:18:00+09:00
1,VENDOR,V100160,Omni Industries 689,GBR,2024-07-29,false,{},2025-12-11T08:56:00+09:00,,2025-10-27T13:00:00+09:00
1,VENDOR,V100161,Apex Trading 692,USA,2023-02-18,false,{},2025-08-30T00:51:00+09:00,,2025-11-14T19:09:00+09:00
1,VENDOR,V100162,Pioneer Holdings 664,KOR,2024-01-02,false,{},2025-11-22T15:50:00+09:00,,2026-04-11T23:55:00+09:00
1,VENDOR,V100163,Zen Trading 144,KOR,2024-01-28,false,{},2026-04-30T01:16:00+09:00,,2025-06-05T16:48:00+09:00
1,VENDOR,V100164,Beta Holdings 909,SGP,2024-08-06,false,{},2025-03-11T13:15:00+09:00,,2025-08-21T12:39:00+09:00
1,VENDOR,V100165,Zen Solutions 907,JPN,2023-05-29,false,{},2025-12-02T03:22:00+09:00,,2026-03-03T16:42:00+09:00
1,VENDOR,V100166,Zen Logistics 34,GBR,2023-03-13,false,{},2025-07-09T07:24:00+09:00,,2025-08-16T15:10:00+09:00
1,VENDOR,V100167,Apex Trading 703,DEU,2024-04-05,false,{},2025-10-06T22:00:00+09:00,,2025-07-03T02:04:00+09:00
1,VENDOR,V100168,Nova Holdings 992,KOR,2023-10-22,false,{},2026-05-01T15:31:00+09:00,,2025-02-16T22:37:00+09:00
1,VENDOR,V100169,Pioneer Tech 52,BRA,2024-04-29,false,{},2025-06-20T08:18:00+09:00,,2025-03-06T19:16:00+09:00
1,VENDOR,V100170,Beta Works 213,SGP,2024-05-06,false,{},2025-04-21T07:57:00+09:00,,2025-06-18T05:02:00+09:00
1,VENDOR,V100171,Alpha Logistics 880,USA,2023-04-02,false,{},2025-03-08T18:26:00+09:00,,2025-05-09T05:57:00+09:00
1,VENDOR,V100172,Alpha Solutions 16,DEU,2024-08-12,false,{},2026-02-09T08:07:00+09:00,,2025-10-29T11:03:00+09:00
1,VENDOR,V100173,Gamma Logistics 54,USA,2024-11-16,false,{},2026-01-15T14:22:00+09:00,,2025-09-27T03:52:00+09:00
1,VENDOR,V100174,Omni Labs 797,DEU,2024-09-28,false,{},2025-09-20T20:15:00+09:00,,2025-02-25T15:25:00+09:00
1,VENDOR,V100175,Delta Tech 745,BRA,2023-07-06,false,{},2026-04-11T22:29:00+09:00,,2025-09-24T10:17:00+09:00
1,VENDOR,V100176,Alpha Tech 491,BRA,2023-08-21,false,{},2025-07-25T14:33:00+09:00,,2025-12-18T03:41:00+09:00
1,VENDOR,V100177,Omni Trading 921,KOR,2023-07-19,false,{},2025-06-14T20:45:00+09:00,,2025-03-17T02:14:00+09:00
1,VENDOR,V100178,Nova Works 730,DEU,2024-07-26,false,{},2025-07-15T20:23:00+09:00,,2025-09-29T10:03:00+09:00
1,VENDOR,V100179,Vertex Partners 102,BRA,2023-08-26,false,{},2025-12-26T03:54:00+09:00,,2026-03-13T22:20:00+09:00
1,VENDOR,V100180,Vertex Holdings 441,JPN,2023-02-05,false,{},2026-03-31T07:47:00+09:00,,2025-07-31T11:34:00+09:00
1,VENDOR,V100181,Zen Partners 748,KOR,2023-08-26,false,{},2025-06-10T14:34:00+09:00,,2025-06-10T22:42:00+09:00
1,VENDOR,V100182,Apex Solutions 704,JPN,2024-03-16,false,{},2025-02-04T03:06:00+09:00,,2026-03-02T02:54:00+09:00
1,VENDOR,V100183,Zen Trading 763,GBR,2024-08-29,false,{},2025-07-10T04:26:00+09:00,,2025-10-12T02:02:00+09:00
1,VENDOR,V100184,Vertex Works 338,GBR,2023-04-12,false,{},2025-03-04T14:01:00+09:00,,2025-07-01T22:42:00+09:00
1,VENDOR,V100185,Alpha Logistics 615,DEU,2023-09-26,false,{},2025-06-30T03:32:00+09:00,,2025-10-23T17:19:00+09:00
1,VENDOR,V100186,Gamma Labs 230,BRA,2024-04-29,false,{},2025-02-25T11:57:00+09:00,,2026-03-09T18:59:00+09:00
1,VENDOR,V100187,Beta Logistics 588,USA,2023-11-22,false,{},2026-02-18T14:38:00+09:00,,2026-03-09T19:08:00+09:00
1,VENDOR,V100188,Pioneer Works 27,SGP,2023-03-07,false,{},2026-04-21T22:27:00+09:00,,2026-03-01T23:40:00+09:00
1,VENDOR,V100189,Alpha Solutions 280,GBR,2024-03-04,false,{},2026-01-26T10:32:00+09:00,,2026-04-17T11:35:00+09:00
1,VENDOR,V100190,Alpha Solutions 891,USA,2023-12-09,false,{},2025-10-17T22:26:00+09:00,,2025-07-25T02:22:00+09:00
1,VENDOR,V100191,Alpha Trading 765,SGP,2024-07-10,false,{},2025-04-21T12:50:00+09:00,,2025-08-03T15:29:00+09:00
1,VENDOR,V100192,Gamma Industries 320,GBR,2023-12-19,false,{},2025-06-16T19:22:00+09:00,,2025-11-02T02:53:00+09:00
